score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason
80,en.webtours.bg,Gift voucher - WEB TOURS,https://en.webtours.bg/gifts,Gift voucher - WEB TOURS,"GIFT VOUCHER. Give the gift of travel! Our vouchers allow your loved ones to choose their perfect adventure. Flexible, convenient and valid for 12 months ...","""Bulgaria"" travel ""gift voucher"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
80,energiers.gr,Energiers,https://energiers.gr/index.php?route,Δωροκάρτες,Δωροκάρτες Energiers. Πόσες φορές δεν αναρωτηθήκατε εάν επιλέξατε το σωστό μέγεθος ή στυλ ρούχου που ταιριάζει στον μικρό σας παραλήπτη; Μην προβληματίζεστε ...,"site:.gr ""δωροκάρτες""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
70,enoajewellery.com,€20 Énoa Jewellery Studio Gift Card,https://enoajewellery.com/products/20-enoa-jewellery-studio-gift-card?srsltid=AfmBOopGTtSy7L_qDgARaYVTIWWlesfB38kRpcDnFc7Hm5T77SMJknQh,€20 Énoa Jewellery Studio Gift Card,"Watches · Necklaces · Rings · Earrings · Bracelets · FESTINA · Men's Watches · LOTUS · Lotus ... Peristeri, Attiki 12131. Greece. Orders selected for in-store ...","""Peristeri"" ""watches"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,epay.de,epay launches gift card solution for ABOUT YOU in Europe,https://epay.de/en/epay-introduces-gift-card-solution-for-about-you-in-europe/,epay launches gift card solution for ABOUT YOU in Europe,"Euronet unit epay introduces gift card solution for ABOUT YOU in Europe. ABOUT YOU. As a new growth booster for the fashion-tech start-up, the ...","""Europe"" fashion ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,ersanails.com,Ersa Nails Gift Card,https://ersanails.com/products/ersa-nails-gift-card?srsltid=AfmBOoos23SPMxkmdkd4W1ye6XPxxhstlZy1_zTdo3OTR_STGD2F3HHA,Ersa Nails Gift Card,"Give the gift of flawless, trendy nails with the Ersa Nails E-Gift Card ... Greece (EUR€); Hong Kong SAR (HKD$); Hungary (HUFFt); Iceland (ISKkr); India (INR ...","""Greece"" ""nails"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
85,espressoshop.gr,Espressoshop.gr Νο 1 Κατάστημα πώλησης ...,https://espressoshop.gr/dorokarta/,Δωροκάρτα - Espressoshop.gr Νο 1 Κατάστημα πώλησης ...,"Intenso Cafe · Caffe Parana · Golden Brazil · Gran Salvador · Tonino Lamborghini ... Δωροκάρτα. Αγοράστε μια δωροκάρτα, και δώστε την δυνατότητα σε φίλους και ...","site:.gr ""cafe"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
65,etq-amsterdam.com,ETQ Amsterdam Gift Card - Virtual Gift Voucher,https://www.etq-amsterdam.com/products/gift-card,ETQ Amsterdam Gift Card - Virtual Gift Voucher,"Sneakers. Loafers Men. Loafers. Runners. Desert ... Greece, Hong Kong SAR, Hungary, Iceland, Ireland, Italy, Latvia, Liechtenstein ...","""Greece"" ""sneakers"" ""gift voucher""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
85,europe.giftpay.com,GiftPay Gift Cards Europe | Instant Online eVouchers,https://europe.giftpay.com/,GiftPay Gift Cards Europe | Instant Online eVouchers,"Gifts are delivered to recipients via email in an instant. Recipients can then open their online gift card on any smartphone, tablet, laptop or desktop computer ...","""technology"" ""gift card"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,eventuria.travel,Easy Online Gift Vouchers | Eventuria.Travel,https://eventuria.travel/en/landing/9177/gift-voucher,Easy Online Gift Vouchers | Eventuria.Travel,"A gift voucher is more than a refined gesture. It's an invitation to a ... It's valid for concerts, sports, festivals and holidays in Romania or abroad.","""Romania"" travel ""gift voucher"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
65,facetheory.com,Facetheory Digital Gift Card,https://www.facetheory.com/en-gb/products/facetheory-gift-card?srsltid=AfmBOoosqd5zTK0gk_BbC5mV034BHa2nqIgzTx10lp7SJEuMUfmL8IYj,Facetheory Digital Gift Card,"Greece, Guernsey, Hong Kong SAR, Hungary, Iceland, Ireland, Isle of Man, Italy, Japan, Jersey, Latvia ... SKINCARE QUIZ. Find your best skincare routine. GET ...","""skincare"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
85,fanpharmacy.gr,Δωροκάρτα - fanpharmacy.gr,https://fanpharmacy.gr/product/dorokarta/,Δωροκάρτα - fanpharmacy.gr,"Δωροκάρτα ... Κάντε το καλύτερο δώρο στους αγαπημένους σας. Εσείς κάνετε την αγορά της δωροκάρτας fanpharmacy και ο παραλήπτης μπορεί να διαλέξει ό,τι θέλει από ...","site:.gr ""pharmacy"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
85,femmefashion.gr,Αγοράστε μία Δωροεπιταγή - FemmeFashion,https://www.femmefashion.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - FemmeFashion,Αγοράστε μία Δωροεπιταγή. Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη.,"site:.gr ""fashion"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
80,flightgift.com,Flightgift: The Best Airline Gift Card for Flexibility,https://www.flightgift.com/,Flightgift: The Best Airline Gift Card for Flexibility,"With worldwide shipping and 24/7 customer support, Flightgift is the ultimate airline gift card for every journey. ... Evmolpidon 2311854 AthensGreece. us.","""airline"" ""gift card"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
65,floraplant.gr,GIFT CARD,https://floraplant.gr/gift-card/,GIFT CARD - Δωροκάρτα - Floraplant & Garden Center,Ανθοκομικές & Γεωπονικές Επιχειρήσεις Ανθοπωλείο Garden Center Γεωπονικό Κατάστημα Φυτώριο Παραγωγής Έργα Πρασίνου ... Garden Center. Please leave this field ...,"site:.gr ""garden"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
100,floresin.com,Δωροκάρτα Floresin,https://floresin.com/shop/gift-card-floresin/,Δωροκάρτα Floresin,Η Δωροκάρτα Floresin είναι ο πιο απλός και κομψός τρόπος για να κάνεις δώρο. Με τη φρεσκάδα των πιο όμορφων λουλουδιών που φέρνουν χαμόγελα. ​ Ιδανική για ...,"""flowers"" ""δωροκάρτα"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,focusedevents.com,Focused Events Gift Vouchers,https://www.focusedevents.com/trip/focused-events-gift-vouchers/,Focused Events Gift Vouchers,"A Focused Events Gift Voucher is an ideal gift for all riders wanting to ride their bike (or one of our hirebikes) on a real race circuit, from complete ...","""events"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,foratravel.hoteltreats.com,Results matching your search criteria in Hotel Treats Gift Card ...,https://foratravel.hoteltreats.com/en/treats/hotel-treats-gift-card?location=13490,Results matching your search criteria in Hotel Treats Gift Card ...,A monetary gift card to spend on anything they wish! Hotel Treats Gift Card. from. €15. Buy now. Choose from our curated Hotel Treats Gift Card in Belgium. Buy ...,"""Belgium"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
80,fortyboutique.gr,F.O.R.T.Y. Boutique Gift Card - The Perfect Gift for Every Occasion,https://www.fortyboutique.gr/en/products/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-f-o-r-t-y-boutique?srsltid,F.O.R.T.Y. Boutique Gift Card - The Perfect Gift for Every Occasion,Clothing · T-shirts & Tops · Shirts · Knitwear ... Δωροκάρτα F.O.R.T.Y. Boutique - Final. Close. Δωροκάρτα F.O.R.T.Y. Boutique - Final. F.O.R.T.Y. Boutique Gift ...,"site:.gr ""clothing"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
80,fourseasons.com,Four Seasons Gift Cards: Give the Gift of Their Dreams,https://www.fourseasons.com/magazine/discover/unique-gift-ideas/,Four Seasons Gift Cards: Give the Gift of Their Dreams,"... Gift Card ... Spanish (Spain), Chinese (Simplified), Arabic, Japanese, Russian, Chinese (Traditional), Portuguese (Brazil), Portuguese (Portugal) ...","""Spain"" hotel ""gift card"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
65,francesca.gr,Gift Card | francesca,https://www.francesca.gr/gift-card?lang=en,Gift Card | francesca,"Shipping to every part of the world. Pay securely with credit card/Paypal. Francesca Jewels - Tsamadou 33, Piraeus, Greece tel.+30 210 4132478. Facebook Page ...","""Piraeus"" ""home"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
100,fredericmalle.eu,Gift Card Terms and Conditions - Frederic Malle,https://www.fredericmalle.eu/terms-giftcard,Gift Card Terms and Conditions - Frederic Malle,"Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Monaco ... Any issue with using the Gift Card (e.g. Gift Card number or secret code not ...","""Greece"" ""computers"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
85,freraofsweden.se,Digital Gift Card - Frera Of Sweden - Your Lifestyle Store,https://freraofsweden.se/en/products/digitalt-presentkort?srsltid=AfmBOoqjkiVbJZfQlG5Q0DOVb_OYD8ftnX2_v_A7x93cj8ET2k7uo-Bs,Digital Gift Card - Frera Of Sweden - Your Lifestyle Store,Digital Gift Card – Frera of Sweden. Give the gift of choice with a digital gift card from Frera of Sweden – the perfect present for any occasion!,"""Sweden"" beauty ""gift card"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
85,freyanails.com,Gift Voucher - Freya Nails Bulgaria,https://freyanails.com/en/products/podarachen-vaucher,Gift Voucher - Freya Nails Bulgaria,"Provide the perfect gift with the Freya Nails gift voucher. Ideal for manicure lovers, it allows them to choose their personal preferences from our online ...","""nails"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
85,fuganti.be,Gift voucher Fuganti,https://fuganti.be/en/products/cadeaubon-fuganti?srsltid=AfmBOop07fmFt7L7FbD_KdzOxa9q0dBKAFgMmjkuXlmD_PDItqbgYZnv,Gift voucher Fuganti,"Buying a gift for your girlfriend, sister, mum, or your loved one, but not quite sure what? Then this gift voucher is the perfect solution!","""sportswear"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
80,galanthus-cosmetics.gr,Galanthus Cosmetics,https://galanthus-cosmetics.gr/product/dorokarta/?srsltid,Δωροκάρτα,Δωροκάρτα. ... © Galanthus Cosmetics. All Rights Reserved. Όροι Χρήσης και Πολιτική Απορρήτου. toggle icon. gr en de es fr it pl se fi pt ro si sk nl dk cz hu ...,"site:.gr ""cosmetics"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
85,gamecardsdirect.com,Gamecardsdirect | The One-Stop Gift Card Shop,https://gamecardsdirect.com/de-en/,Gamecardsdirect | The One-Stop Gift Card Shop,"Order a gift voucher on the way and redeem it as soon as you get home! Contact us. Do you have any remarks or questions regarding your order? Call, email or ...","""gaming"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,gardenofficial.com,Gardenofficial,https://gardenofficial.com/product/e-gift-card/?srsltid=AfmBOoogjRFXyvjHtSgfkPw3J6ie3Ca6qdsoTdEVUVY2Mfm7xWEWj9lV,E-Gift Card | GARDEN,"Οι δωροκάρτες Garden είναι η ιδανική λύση για κάθε περίσταση, προσφέροντας τη ... Δωροκάρτα · ΔΩΡΟΚΑΡΤΑ · BLOG · ΧΟΝΔΡΙΚΗ ΠΩΛΗΣΗ · ΕΠΙΚΟΙΝΩΝΙΑ · BEAUTY EVENTS; GR ...","""garden"" ""δωροκάρτα"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,garderobeitaly.com,Garde Robe Italy Gift Card: The Perfect Gift,https://www.garderobeitaly.com/en/gift-card-garde-robe-italy/,Garde Robe Italy Gift Card: The Perfect Gift,"Garde Robe Italy Gift Card: The Perfect Gift. Garde Robe Italy gift cards are an elegant gift perfect for any special occasion, ...","""Italy"" fashion ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
85,gavekort.scandichotels.dk,Scandic Hotels gift cards,https://gavekort.scandichotels.dk/shop/lang/en,Scandic Hotels gift cards,Redeemable at any Scandic Hotel in Denmark and valid for 12 months from the day you purchased it. The gift card can be printed or sent to the recipient by email ...,"""Denmark"" hotel ""gift card"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
85,gavekort.scandichotels.no,Scandic Hotels gift cards,https://gavekort.scandichotels.no/shop/lang/en,Scandic Hotels gift cards,Redeemable at any Scandic Hotel in Norway and valid for 12 months. The gift card can be printed or sent to the recipient by email. The gift card can not be used ...,"""Norway"" hotel ""gift card"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
80,geliajewelry.gr,Gelia Jewelry & Creations,https://geliajewelry.gr/products/dorokarta,Δωροκάρτα - Gelia Jewelry & Creations,"Άνοιγμα μέσου 6 στο βοηθητικό παράθυρο. 1 / από 1. Gelia Jewelry & Creations. Δωροκάρτα. Δωροκάρτα. Κανονική τιμή €20,00 EUR. Κανονική τιμή Τιμή έκπτωσης €20,00 ...","site:.gr ""jewelry"" ""δωροκάρτα""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
100,german-car-accessories.com,German Car Accessories Gift Card,https://german-car-accessories.com/products/german-car-accessories-gift-card?srsltid=AfmBOorpAE-c2tf8mC7j57h9p9qHXIkUZo8Pu-XpBme78CqntMR_ec7Z,German Car Accessories Gift Card,"German Car Accessories Gift Card ... No Tax & FREE 5-8 Day USA Shipping! ... See supported models, engine compatibility, and key specs in the description below.","""car accessories"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,giftcardgranny.com,"Check Gift Card Balance Online for 1,000+ Brands",https://www.giftcardgranny.com/gift-card-balance-check/,"Check Gift Card Balance Online for 1,000+ Brands | GiftCardGranny","Check the balance of gift cards from 1,000+ retailers and restaurants. Most balance checks are instant online using your card number and PIN.","""Marousi"" ""restaurant"" ""gift card""",1,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,giftcardmarket.com,Market - Instant Gift Cards via Text for ...,https://www.giftcardmarket.com/,Gift Card Market - Instant Gift Cards via Text for ...,"Send instant e gift cards online via text for restaurants, spas & salons. Email gift cards and print gift cards for friends, mom, and loved ones. Gift local.","""Marousi"" ""restaurant"" ""gift card""",2,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,giftcardplace.com,Place - Buy & Sell Gift Cards For Discount ...,https://www.giftcardplace.com/gift-card-balance-check,Gift Card Place - Buy & Sell Gift Cards For Discount ...,"Buy gift cards for up to 60% off discount. Sell your gift cards and get up to 90% value as cash. GiftCardPlace.com is the largest discount gift card marketplace, where you can compare the gift card discounts and save money.","""Marousi"" ""restaurant"" ""gift card""",1,data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
85,gifts4all.com.gr,Αγοράστε μία Δωροεπιταγή - Gifts 4 All,https://www.gifts4all.com.gr/account/voucher,Αγοράστε μία Δωροεπιταγή - Gifts 4 All,Αγοράστε μία Δωροεπιταγή ... Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη. E-mail παραλήπτη.,"site:.com.gr ""δωροεπιταγή""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
80,giftspot.gr,Giftspot,https://giftspot.gr/gallery/botrinis-en.html,Gift Cards - Giftspot,Offer an experience ... Chef Table + Wine pairing premium International. 890 €. Chef Table + Wine pairing premium International890 €. Offer a gift card ...,"site:.gr ""experience"" ""gift card""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
100,giorgiafratta.com,Gift Card Giorgia Fratta | Give the Women's Fashion Made ...,https://www.giorgiafratta.com/en/products/gift-card?srsltid=AfmBOorN_xDQYBt6Oxe-8A-vrsMDGIDjkQhSV7ojztGxs5_32aJDuqmn,Gift Card Giorgia Fratta | Give the Women's Fashion Made ...,Give a Giorgia Fratta Gift Card and leave the freedom to choose women's clothing and accessories made in Italy. Buy it online in just a few clicks!,"""Italy"" fashion ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
85,glamorousbeauty.gr,Αγοράστε μία Δωροεπιταγή - Glamorous Beauty Salon,https://glamorousbeauty.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Glamorous Beauty Salon,GLAMOROUS BEAUTY SALON · SERVICES | ΥΠΗΡΕΣΙΕΣ · BOOK ONLINE ... Glamorous Beauty Salon. Cart 0. O Λογαριασμός μου · Αγορά Δωροεπιταγής. Αγοράστε μία Δωροεπιταγή.,"site:.gr ""beauty"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
85,globi.gr,Globi Digital Gift Card,https://globi.gr/product/dwrokarta/,Globi Digital Gift Card | Δωροκάρτα Τεχνολογίας Online,Αγόρασε δωροκάρτα τεχνολογίας Online από το Globi. Digital Gift Card με άμεση ... SteelSeries Gaming Keyboard Apex Pro TKL Wireless 2023 US-Layout (64865).,"site:.gr ""gaming"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
85,goalsports.gr,Αγοράστε μία Δωροεπιταγή - goalsports.gr,https://www.goalsports.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - goalsports.gr,Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη. E-mail παραλήπτη. Το όνομα σας. Το e-mail σας. Θέμα ...,"site:.gr ""sports"" ""δωροεπιταγή""",1,data\discovery\focused-harvest-v7\clean-v7\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
