score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason
100,elaiolithos.com,Gift Cards Archives,https://elaiolithos.com/product-category/gift-cards/,Gift Cards Archives,"Bottle of Premium Awarded Wine, Seasonal Fruit Basket & Local Cheese Platter ... Gift your loved ones an unforgettable experience with our exclusive gift card ...","""wine"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
80,elbeauty.gr,Δωροκάρτα,https://www.elbeauty.gr/el/product/elbeautydorokarta/?srsltid=AfmBOooIemxH4IZdzSNUqBacPDUhyJZvd_1kJjjiBiTO6iZDUvIi5iG0,Δωροκάρτα,Ασφαλείς πληρωμές. Ασφαλές checkout. Χρειάζεσαι βοήθεια;. el beauty gift card. Δωροκάρτα.,"""beauty"" ""δωροκάρτα"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
85,elbebeboutique.gr,Δωροκάρτα,https://elbebeboutique.gr/shop-default/dorokartes/dorokarta/,Δωροκάρτα,"Δωροκάρτα. 50,00 € – 150,00 €. Ποσό Δωροκάρτας. Κάντε μία επιλογή, 50,00 €, 100 ... Δωροκάρτα ποσότητα ﹣ ﹢. Προσθήκη στο καλάθι. Προσθήκη στο Καλάθι. Περιγραφή ...","site:.gr ""boutique"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,elcapitanart.com,LUXURY GIFT CARD,https://elcapitanart.com/products/luxury-gift-card-500-copy?srsltid=AfmBOoqvtruNS61fyks_IZHnXhOxaaROkvm_oNbGQwk26CrO5lJlqQ9n,LUXURY GIFT CARD,"Last minute gift solution - ideal for birthdays, weddings, housewarming, or even an anniversary, El Capitan Art gift cards bring a unique touch to any ...","""luxury"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
85,elcohellas.gr,Αγοράστε μία Δωροεπιταγή,https://www.elcohellas.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,FLUSH BAGS · ΔΕΙΤΕ ΟΛΑ ΤΑ ΑΞΕΣΟΥΑΡ ΣΚΑΦΩΝ. +- ΑΞΕΣΟΥΑΡ ΑΥΤΟΚΙΝΗΤΩΝ ... Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας.,"site:.gr ""bags"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
55,electronet.gr,Όροι και Προϋποθέσεις Προωθητικής Ενέργειας «LG OLED ...,https://www.electronet.gr/sites/default/files/sites/default/files/custom/LG-GX-OLED-TVs-Goulandris-Gift-Cards-oroi.pdf?srsltid=AfmBOorsQRz6lmfGCU5MrzVeEtmDiUslhnUX39-SAKfBxYRsQ6k5Xz7s,Όροι και Προϋποθέσεις Προωθητικής Ενέργειας «LG OLED ...,"Η Δωροκάρτα εκδίδεται από το Ίδρυμα Βασίλη & Ελίζας Γουλανδρή στην Αθήνα ... Ελλάδα και συγκεκριμένα στην απώτερη μητρική εταιρεία της, LG Electronics Inc.","site:.gr ""electronics"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,electronicfirst.com,IKEA €50 Gift Card GR - Perfect Gift for Home Decor,https://www.electronicfirst.com/ikea-eur50-gift-card-gr?c=EUR&srsltid=AfmBOoorUGfoG8OPT4uBr1xOXbm6mKmXHFgtL4itE4zZNLq0tWiOkyrx,IKEA €50 Gift Card GR - Perfect Gift for Home Decor,"Buy an IKEA €50 Gift Card GR! A perfect gift for home decor lovers, redeemable online or in-store. Give the gift of choice today!","""decor"" ""gift card"" Greece",2,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,third_party_ikea_gift_card
80,elefsinahotel.gr,Ξενοδοχείο Ελευσίνα | Κάρτα δώρου,https://www.elefsinahotel.gr/el/karta-dorou.html,Ξενοδοχείο Ελευσίνα | Κάρτα δώρου,"Δωροεπιταγή Elefsina Hotel. Ένα δώρο πρακτικό, εύκολο και ευέλικτο! Δώστε ελευθερία επιλογών στους εορτάζοντες, να διαλέξουν το αγαπημένο τους προϊόν ή ...","site:.gr ""hotel"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,elementalpilates.gr,Gift Card | Elemental Studios,https://www.elementalpilates.gr/gift-card,Gift Card | Elemental Studios,E-lementalGift Card · Elemental Pilates Studios Φρειδ. Τσέντνερ 20 - N. Ψυχικό - Τ.Κ 11525. Νικ. Πλαστήρα 7 - Λυκόβρυση - Τ.Κ 14123.,"site:.gr ""pilates"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,elementsmassage.com,Elements Massage Gift Card - Rhodes Ranch,https://elementsmassage.com/rhodes-ranch/gift-cards,Elements Massage Gift Card - Rhodes Ranch,Elements Massage Gift Card. GIFTING JUST GOT A WHOLE LOT Better. Give the Gift ... Connect with Elements Rhodes Ranch. Franchise · Suppliers · Careers · Contact ...,"""Rhodes"" ""massage"" ""gift card""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
80,elenianna.gr,Δωροκάρτες Ελληνικών Γκουρμέ & Πολυτελών Προϊόντων,https://www.elenianna.gr/%CE%BA%CE%AC%CF%81%CF%84%CE%B5%CF%82-%CE%B4%CF%8E%CF%81%CE%BF%CF%85?srsltid=AfmBOopXLSGAayPo9_VjgntRoS9hENy_i12zhnHEnafWlW5HSmr7b-RY,Δωροκάρτες Ελληνικών Γκουρμέ & Πολυτελών Προϊόντων,"Δωροκάρτες Elenianna Luxury Gourmet. Το τέλειο δώρο είναι η ελευθερία της επιλογής. Με μια δωροκάρτα elenianna , σας προσφέρουμε πρόσβαση στα καλύτερα ...","site:.gr ""gourmet"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,elite.se,Gift Card - A VALUABLE GIFT,https://www.elite.se/en/buy-gift-cards/,Gift Card - A VALUABLE GIFT,Valid at The Bishops Arms pubs and Hotel Bishops Arms in Sweden. EASY TO ORDER. Choose the amount you want to give; Choose where the gift card should be sent ...,"""Sweden"" hotel ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,elitecrafters.com,Elitecrafters Gift Certificate - Gift Voucher 300,https://www.elitecrafters.com/en/elitecrafters-gift-certificate-gift-voucher-300?srsltid=AfmBOopbVO8fMQ_QK1dxAvBa-sAPwwD_BGP7r5x6YDSivv5918f3J2G7,Elitecrafters Gift Certificate - Gift Voucher 300,"EliteCrafters Gift Card 300€. Treat the special people in your life to a special gift they will truly treasure, send them a Gift Certificate or Gift Voucher ...","""wedding"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,ellaresorts.com,Wellness Gift Card - Rocrita Resort,https://www.ellaresorts.com/crete/rocrita-resort/wellness/wellness-gift-card/,Wellness Gift Card - Rocrita Resort,"For more information and for purchasing a Wellness Gift Card, please contact the Spa Reception. ... AGIOS ANDREAS, MOCHLOS, CRETE, GREECE 72057. CONTACT ...","""Crete"" ""spa"" ""gift card""",6,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,ellievfashion.gr,Αρχεία,https://www.ellievfashion.gr/product-category/giftcard/,Δωροκάρτα Αρχεία,Δωροκάρτα. Αρχική σελίδα›Προϊόντα›Δωροκάρτα. Κατηγορίες Προϊόντων. Best Seller (0) · New Collection (133) · Premium Collection (0) ... Thessaloniki. Back to Top ...,"""Thessaloniki"" ""fashion"" ""δωροκάρτα""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
80,elysianwatches.com,Elysian watches Gift Voucher – ElysianWatches,https://elysianwatches.com/en/products/elysianwatches-cadeaubon?srsltid=AfmBOorpPsqCsnJYZExfO0HScIlhxbqKNnaQ_IvCSUZ-4jqna0-9NHKd,Elysian watches Gift Voucher – ElysianWatches,"Home Elysian watches Gift Voucher. Elysian watches Gift Voucher. Regular price €10,00. Unit price / per. Taxes included. Shipping calculated at checkout.","""watches"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,emmanouelacosmetics.com,Gift Card,https://emmanouelacosmetics.com/products/gift-card?srsltid=AfmBOopo2yr_JCh-MuTq9jpfGVYvra7Zp5VUFqOWKnxCchYYbNvY70s_,Gift Card,"Προηγούμενο. Επόμενο. Emmanouela Cosmetics(Live). Gift Card. Τιμή προσφοράς€30,00. Ποσό Δωροκάρτας:€30.00. €30.00. €50.00. €100.00. €200.00. Ποσότητα: Μείωση ...","""cosmetics"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,en.aegeanair.com,AEGEAN Gift Card,https://en.aegeanair.com/flight-deals/gift-card/,AEGEAN Gift Card,"... sports equipment, or pet/animal transportation) via ""My Booking"". Who can ... Gift Voucher promo code. What if the flight I used my AEGEAN Gift Card is ...","""sports"" ""gift voucher"" Greece",3,data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REJECT,non_merchant_signal
100,en.caudalie.com,eGift Card - Caudalie,https://en.caudalie.com/p/7265/gift-card.html,eGift Card - Caudalie,An e-Gift Card purchased in boutiques in France can be used on caudalie.com and/or in Caudalie Boutique SPAs in France (excluding Vinothérapie Spas). An e ...,"""France"" beauty ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,en.kalamata.co.il,Gift Card - Kalamata - קלמטה,https://en.kalamata.co.il/giftcard,Gift Card - Kalamata - קלמטה,"You can choose between a gift card of your desired amount, or a special gift card for two ... Kalamata - Greek cuisine in the Old City of Jaffa. Please ...","""Kalamata"" ""gift card""",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear
80,en.lesmaisonsdecampagne.com,Com,https://en.lesmaisonsdecampagne.com/bons-cadeaux,Gift vouchers,"... Spa treatments). All meals (dinner on the day of arrival, breakfast and ... gift voucher. 90-minute massage: €150 gift voucher ‍. All our gift vouchers ...","""Kos"" ""spa"" ""gift voucher""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,non_greek_brand_coherence_unclear
80,en.oohmygreece.com,Gift Card,https://en.oohmygreece.com/carte-cadeau,Gift Card,Oohmygreece gift vouchers. So beautiful that you will be tempted to keep them for yourself. SEE GIFT CARD.,"""gift vouchers"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
80,en.webtours.bg,Gift voucher - WEB TOURS,https://en.webtours.bg/gifts,Gift voucher - WEB TOURS,"GIFT VOUCHER. Give the gift of travel! Our vouchers allow your loved ones to choose their perfect adventure. Flexible, convenient and valid for 12 months ...","""Bulgaria"" travel ""gift voucher"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,endclothing.zendesk.com,Purchasing an Online Gift Card,https://endclothing.zendesk.com/hc/en-us/articles/6016849911580-Purchasing-an-Online-Gift-Card,Purchasing an Online Gift Card,"Ordering an online gift card is easy! Simply follow these steps: Click HERE to go to our ""END. Gift Card"" page where you can ... (Europe) English ( ...","""Europe"" fashion ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,eneba.com,AirlineGift Gift Card 100 EUR Key GREECE,https://www.eneba.com/airlinegift-airlinegift-gift-card-100-eur-key-greece?srsltid=AfmBOorauo6TVnmnmuBUPYgUmMJKFD1O-puKseGzc6qXW8A88zXnQcI4,AirlineGift Gift Card 100 EUR Key GREECE,AirlineGift offers the world's best airline gift card and online travel booking selection with a unique choice of 450 Airlines to book a flight to almost ...,"""airline"" ""gift card"" Greece",1,data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,known_false_positive_or_reseller
80,energiers.gr,Energiers,https://energiers.gr/index.php?route,Δωροκάρτες,Δωροκάρτες Energiers. Πόσες φορές δεν αναρωτηθήκατε εάν επιλέξατε το σωστό μέγεθος ή στυλ ρούχου που ταιριάζει στον μικρό σας παραλήπτη; Μην προβληματίζεστε ...,"site:.gr ""δωροκάρτες""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,greek_brand_coherent_direct_gift_card
85,energyin.gr,"Με αγορά LG TWINWash, δωροεπιταγή έως €150 για ...",https://energyin.gr/2018/10/15/%CE%BC%CE%B5-%CE%B1%CE%B3%CE%BF%CF%81%CE%AC-lg-twinwash-%CE%B4%CF%89%CF%81%CE%BF%CE%B5%CF%80%CE%B9%CF%84%CE%B1%CE%B3%CE%AE-%CE%AD%CF%89%CF%82-e150-%CE%B3%CE%B9%CE%B1-%CE%B1%CE%B3%CE%BF%CF%81%CE%AD/,"Με αγορά LG TWINWash, δωροεπιταγή έως €150 για ...","Από τη σήμερα 15 Οκτωβρίου μέχρι τις 15 Νοεμβρίου, η LG Electronics ... δωροκάρτα INTERSPORT αξίας έως 150€. Στην προωθητική ενέργεια ...","site:.gr ""electronics"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
55,enerwave.gr,Customer Service,https://www.enerwave.gr/en/customer-service/faq-eko-easter-promo/can-i-transfer-the-gift-vouchers-to-someone-else-/,Customer Service,The EKO Gift Voucher is strictly personal and non‑transferable. ... The voucher is issued to the EKO Smile mobile number that you designate in your application.,"site:.gr ""home"" ""gift voucher""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
70,enoajewellery.com,€20 Énoa Jewellery Studio Gift Card,https://enoajewellery.com/products/20-enoa-jewellery-studio-gift-card?srsltid=AfmBOopGTtSy7L_qDgARaYVTIWWlesfB38kRpcDnFc7Hm5T77SMJknQh,€20 Énoa Jewellery Studio Gift Card,"Watches · Necklaces · Rings · Earrings · Bracelets · FESTINA · Men's Watches · LOTUS · Lotus ... Peristeri, Attiki 12131. Greece. Orders selected for in-store ...","""Peristeri"" ""watches"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,ensun.io,Top 17 Gift Card Manufacturers in Netherlands (2026),https://ensun.io/search/gift-card/netherlands,Top 17 Gift Card Manufacturers in Netherlands (2026),"Discover all relevant Gift Card Manufacturers in Netherlands, including giftcards.group and Eatcard Hospitality Reinvented.","""Netherlands"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,entoyment.co.uk,Entoyment Digital Gift Voucher,https://entoyment.co.uk/products/entoyment-gift-card?srsltid=AfmBOoq_ONjC2P2RPREv5XE8Tecw_QSOnxHRUTsCUDFNUHIm4xwFC_eF,Entoyment Digital Gift Voucher,Entoyment Wargaming and Hobby Centre. Entoyment Digital Gift Voucher. Entoyment Digital Gift Voucher. Regular price £10.00 GBP. Regular price Sale price £10.00 ...,"""hobby"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,epay.de,epay launches gift card solution for ABOUT YOU in Europe,https://epay.de/en/epay-introduces-gift-card-solution-for-about-you-in-europe/,epay launches gift card solution for ABOUT YOU in Europe,"Euronet unit epay introduces gift card solution for ABOUT YOU in Europe. ABOUT YOU. As a new growth booster for the fashion-tech start-up, the ...","""Europe"" fashion ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
80,epivatesproastiakou.gr,Adelaide Zero Latency Gift Voucher ...,https://www.epivatesproastiakou.gr/product-similar-image/?7784769011110,Adelaide Zero Latency Gift Voucher ...,... Gift Voucher Overview ... adelaide zero latency gift voucher ... tech fleece shorts nike men&#039;s sportswear shorts ...,"site:.gr ""sportswear"" ""gift voucher""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
80,epixeiro.gr,SKY gift μια e,https://www.epixeiro.gr/business-news/article/304510/sky-gift-mia-e-dorokarta-ghia-olo-to-khrono-apo-ti-sky-express,SKY gift μια e-δωροκάρτα για όλο το χρόνο από τη SKY express,"SKY gift μια e-δωροκάρτα ... Πρόκειται για το «SKY gift», μία e-δωροκάρτα με ... Η Marine Tours εντάσσεται στο δίκτυο υποστηρικτών της πρωτοβουλίας ΕΛΛΑ-ΔΙΚΑ ΜΑΣ.","site:.gr ""marine"" ""δωροκάρτα""",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,eqs-news.com,Citycon launches a new shopping centre gift card ...,https://www.eqs-news.com/news/corporate/citycon-launches-a-new-shopping-centre-gift-card-in-finland-and-estonia/0c5f9c17-5bfd-4020-b94b-3423258d7980,Citycon launches a new shopping centre gift card ...,"Citycon launches a new shopping centre gift card in Finland and Estonia ... In Finland, the gift card can first be used in five shopping centres: Iso ...","""Finland"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,era.com.cy,ANNOUNCEMENT REGARDING GIFT CARDS ISSUED ... - ERA,https://era.com.cy/general/announcement-regarding-gift-cards-issued-by-ermes-department-stores-plc/,ANNOUNCEMENT REGARDING GIFT CARDS ISSUED ... - ERA,"ANNOUNCEMENT REGARDING GIFT CARDS ISSUED BY ERMES DEPARTMENT STORES PLC As of 1st of December 2024, the Gift Card Terms and Conditions are being ...","""Cyprus"" beauty ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear
85,ergo-horeca.gr,Αγοράστε μία Δωροεπιταγή,https://ergo-horeca.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,"Εξοπλισμοί Κουζίνας, Bar, Cafe, Πιτσαρίας, Ζαχαροπλαστείου, Κρεοπωλείου ... Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή ...","site:.gr ""cafe"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
80,eroscandles.gr,Έρως Candles,https://eroscandles.gr/product/dorokarta/,Δωροκάρτα - Έρως Candles,Κωδικός προϊόντος: Μ/Δ Κατηγορία: Gift Card. Περιγραφή; Αξιολογήσεις (0). Το τέλειο δώρο για τους ... Home Decor Toggle child menu. Αρωματιστές · Gift Card.,"site:.gr ""decor"" ""gift card""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,ersanails.com,Ersa Nails Gift Card,https://ersanails.com/products/ersa-nails-gift-card?srsltid=AfmBOoos23SPMxkmdkd4W1ye6XPxxhstlZy1_zTdo3OTR_STGD2F3HHA,Ersa Nails Gift Card,"Give the gift of flawless, trendy nails with the Ersa Nails E-Gift Card ... Greece (EUR€); Hong Kong SAR (HKD$); Hungary (HUFFt); Iceland (ISKkr); India (INR ...","""Greece"" ""nails"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,SECOND_PASS_SAFE,non_greek_brand_coherent_direct_gift_card
100,escapeventure.com,Escape Room Gift Voucher for Magdeburg,https://www.escapeventure.com/en/escape-room-magdeburg-gift-voucher?srsltid=AfmBOopeZ_DKIUcxhCjJ508KUZUSfIA3kAI8dFzPFDbIwDXyDRbf3hnX,Escape Room Gift Voucher for Magdeburg,Escape Room Gift Voucher for Magdeburg · ⏱️ Digital in minutes · Flexible redemption · Valid for 3 years.,"""escape room"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,eshop.handospa.gr,Product categories,https://eshop.handospa.gr/product-category/gift-cards,Gift Cards | Product categories,100€ Gift Card. 100 € per gift card. Select number of gift cards. 100 ... Hando Spa will remain closed for the rest of today due to a minor technical ...,"""Mykonos"" ""spa"" ""gift card""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,esncard.org,Zalando Gift Cards,https://www.esncard.org/discount/zalando-gift-cards,Zalando Gift Cards,"Zalando is Europe's leading online fashion and lifestyle platform, offering ... The €10-€15 gift card can be redeemed once, while the 10% discount applies each ...","""Europe"" fashion ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear
