v4_score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v4_bucket,v4_reason,v4_1_bucket,v4_1_reason
100,indoorxcycling.gr,GIFT CARD 1 ΩΡΑ ΜΑΣΑΖ - Indoor X - Spinning,https://indoorxcycling.gr/product/gift-cart-1-ora-masaz/,GIFT CARD 1 ΩΡΑ ΜΑΣΑΖ - Indoor X - Spinning,GIFT CARD 1 ΩΡΑ ΜΑΣΑΖ. Category: giftcart · GIFT CARD 10 ΠΡΟΠΟΝΗΣΕΙΣ · GIFT CARD 3 ΜΗΝΕΣ · GIFT CARD 16 ΠΡΟΠΟΝΗΣΕΙΣ · GIFT CARD 10 ΠΡΟΠΟΝΗΣΕΙΣ ...,"""fitness"" ""gift card"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,karampidis.gr,Δωροκάρτα τύπου τραπεζών. 0002dor,https://karampidis.gr/en/home?page=shop.product_details&flypage=&product_id=3499&category_id=0,Δωροκάρτα τύπου τραπεζών. 0002dor,Φαρμακείο Αυτοκινήτου Car Pharmacy Kit · Είδη ... Δωροκάρτα τύπου τραπεζών. 0002dor. Κωδικός 0002dor ... ΔΩΡΟκάρτα. Πλαστική Κάρτα τύπου τραπεζών. Με ...,"site:.gr ""pharmacy"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,keysforgames.gr,Gift Cards,https://www.keysforgames.gr/games/gamecards/,Gift Cards,Ace Racer Direct Top-Up Gift Card. € 2.04. Activitygift Gift Card. € 21.23. Adam Pharmacy Gift Card. € 31.87.,"site:.gr ""pharmacy"" ""gift card""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,koelia.gr,Αρχεία,https://koelia.gr/product-category/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,δωροκάρτα Αρχεία,"Τώρα μπορείτε να του αγοράσετε μια δωροεπιταγή αξίας 30€, 50€, 70€ ή 100 ... Koelia Jewelry. info@koelia.gr. hours. Δευτέρα - Παρασκευή. 10.00 – 18.00.","site:.gr ""jewelry"" ""δωροεπιταγή""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,kosmimaapomitrikogala.gr,Ηλεκτρονική Δωροκάρτα Bronze,https://www.kosmimaapomitrikogala.gr/test,Ηλεκτρονική Δωροκάρτα Bronze,"Με την Ηλεκτρονική Δωροκάρτα Bronze της Gardens Breastmilk and Keepsake Jewelry στέλνεις στην στιγμή εκτός από την εκτίμησή σου στον δωρολήπτη, την ...","site:.gr ""jewelry"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,lavaron.com.gr,300 ευρώ σε Δωροεπιταγές για τις ανάγκες Συνανθρώπων μας ...,https://lavaron.com.gr/300-eyro-se-doroepitages-gia-tis-anagkes-synanthropon-mas-dorizei-akoma-mia-fora-i-syntaktiki-omada-toy-praktoreioy-ekklisiastikis-leitoyrgikis-politistikis-enimerosis-lavaron-com-gr/,300 ευρώ σε Δωροεπιταγές για τις ανάγκες Συνανθρώπων μας ...,300 ευρώ σε Δωροεπιταγές για τις ανάγκες Συνανθρώπων μας δωρίζει ακόμα μια φορά η Συντακτική ομάδα του Πρακτορείου Εκκλησιαστικής ...,"site:.com.gr ""δωροεπιταγές""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,leathertwist.gr,Δωροκάρτα 100,https://leathertwist.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-100e/?srsltid=AfmBOorg3I0Se8EGLPN7L_UTAF858dqOKphBUtzB4p7dkngbuLis9L12,Δωροκάρτα 100,Δωροκάρτα 100€. €100.00. Διαθέσιμο σε 1 με 10 εργάσιμες. Διαθέσιμο σε 1 με 10 ... The new era in leather design. Νέες Αφίξεις · Τσάντες · Όλα · Βραδινές Τσάντες ...,"site:.gr ""leather"" ""δωροκάρτα""",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,letoshop.gr,ΛΗΤΩ για όλους,https://www.letoshop.gr/el/p/home/59843-dwroepitagi-giaolous.html?srsltid,Δωροεπιταγή ΛΗΤΩ για όλους,Η παρούσα δωροεπιταγή ισχύει για (1) ένα έτος από την ημερομηνία αγοράς της από τα Βρεφικά Πολυκαταστήματα Λητώ. Δεν ανταλλάσσεται με χρήματα και μπορεί να ...,"site:.gr ""δωροεπιταγή""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,lga.com.gr,Αγοράστε μία Δωροεπιταγή - Γραφικές Τέχνες Λήμνου,https://lga.com.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Γραφικές Τέχνες Λήμνου,Αγοράστε μία Δωροεπιταγή. Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη. E-mail παραλήπτη. Το όνομα ...,"site:.com.gr ""δωροεπιταγή""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,livingcrueltyfree.gr,online αγορών αξίας 35 Ευρώ,https://livingcrueltyfree.gr/%CF%80%CF%81%CE%BF%CF%8A%CF%8C%CE%BD/%CE%B4%CF%89%CF%81%CE%BF%CE%B5%CF%80%CE%B9%CF%84%CE%B1%CE%B3%CE%B7-living-35e/?srsltid,Δωροεπιταγή online αγορών αξίας 35 Ευρώ,"Δωροεπιταγή Living 35€. 35,00€. Δωροκάρτα 35 ευρώ για αγορές πιστοποιημένων cruelty free και vegan καλλυντικών, παπουτσιών ή αξεσουάρ από ...","site:.gr ""δωροεπιταγή""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,melissourgos.com.gr,Αγοράστε μία Δωροεπιταγή - Σ. ΜΕΛΙΣΣΟΥΡΓΟΣ & ΣΙΑ Ο.Ε.,https://melissourgos.com.gr/index.php?route,Αγοράστε μία Δωροεπιταγή - Σ. ΜΕΛΙΣΣΟΥΡΓΟΣ & ΣΙΑ Ο.Ε.,Αγοράστε μία Δωροεπιταγή. Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη. E-mail παραλήπτη.,"site:.com.gr ""δωροεπιταγή""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,mycurls.gr,Gift Cards,https://mycurls.gr/products/mycurls-gr-gift-cart?srsltid=AfmBOoqJuGtZSoUi6rWaobkZq31Ztca1NJjonY56lbYj_0ePbWp82ag1,Gift Cards,Gift Cards ... Ο φόρος συμπεριλαμβάνεται. Τα έξοδα αποστολής υπολογίζονται κατά την ολοκλήρωση της αγοράς. Denominations. €10.00 €25.00,"site:.gr ""gift cards""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,myikona.gr,", Δωροκάρτες & Gift Card",https://www.myikona.gr/proionta/deal-doroepitages-myikona/,"Δωροεπιταγές, Δωροκάρτες & Gift Card","Δωροκάρτες & δωροεπιταγές για κάθε περίσταση. Χαρίστε επιλογή με gift cards, κουπόνια δώρου & εκπτωτικές κάρτες από το myikona.gr. Άμεση αποστολή!","site:.gr ""δωροεπιταγές""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,naildd.gr,Δωροκάρτα,https://www.naildd.gr/cat/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Δωροκάρτα,Κάντε ένα αξέχαστο Δώρο στους αγαπημένους σας ή στον εαυτό σας! Αγοράστε την Δωροκάρτα από την ιστοσελίδα μας ή παραλάβετε την από το κατάστημα και δωρίστε την ...,"""Thessaloniki"" ""δωροκάρτα""",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,nakas.com.gr,Αγοράστε μία Δωροεπιταγή,https://nakas.com.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,O Λογαριασμός μου · Αγορά Δωροεπιταγής. Αγοράστε μία Δωροεπιταγή. Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας.,"site:.com.gr ""δωροεπιταγή""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,ntng.gr,Δωροκάρτα Art Pass,https://www.ntng.gr/en/discover/virtual-museum-single?name=%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%B1%CF%81%CF%84%CE%B1-art-pass&id=1046885,Δωροκάρτα Art Pass,Related files. Thumbnail Photo. Δωροκάρτα Art Pass - Media: PE0000P0054v03.jpg. Thumbnail Photo. Δωροκάρτα ... Aegean | Official Airline Sponsor ... The National ...,"""airline"" ""δωροκάρτα"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,opticagaina.gr,Οπτικά Γεωργία Γκαϊνά. Δωροκάρτα 150€ - G. Gaina Optics,https://www.opticagaina.gr/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-150,Οπτικά Γεωργία Γκαϊνά. Δωροκάρτα 150€ - G. Gaina Optics,Δωροκάρτα 150 ... Gaina Optics. All rights reserved. Powered by nopCommerce.,"site:.gr ""optics"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,ottolina.gr,"Yoga Gift Cards Yoga Pop Up Card, 3D Yoga Birthday Card ...",https://ottolina.gr/?t=37401738051430,"Yoga Gift Cards Yoga Pop Up Card, 3D Yoga Birthday Card ...",Yoga Gift Cards One4all Retail Therapy Physical Gift Card $50. My Store Stock： 94. tax included. $ 1.,"""yoga"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,pennie.gr,25,https://pennie.gr/%CE%94%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-25%E2%82%AC?srsltid,Δωροκάρτα 25,"Hotel, Spa & Yacht · Υπνοδωμάτιο · Σεντόνια - Hospitality · Παπλωματοθήκες ... Δωροκάρτα 25€. 1; 2. Δωροκαρτα 25€. 25.00 €. Κωδ.: 990000-02. Δωρεάν ...","site:.gr ""hotel"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,pratyahara.gr,Gift Card,https://pratyahara.gr/services/yoga-offers/,Gift Card,Gift Card. ΠΑΡΕ ΤΗΝ ΚΑΡΤΑ ΣΟΥ. Gift Card. ΠΑΡΕ ΤΗΝ ΚΑΡΤΑ ΣΟΥ. yoga gift card. ✨ Προσφορές στο Pratyahara Yoga Center! Κάνε το πιο έξυπνο και ...,"""yoga"" ""gift card"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,proteasbars.gr,Ashburn Va Shop Fitness The Shop Gym Giftly Beautiful Gift Card ...,https://proteasbars.gr/?x=43722436071480,Ashburn Va Shop Fitness The Shop Gym Giftly Beautiful Gift Card ...,HOT ! Ashburn Va Shop Fitness The Shop Gym Giftly Beautiful Gift Card Alternative · Pick up at the store (Free shipping) · Delivery.,"""fitness"" ""gift card"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,psalidixarti.gr,Δωροκάρτα - Γιορτή,https://psalidixarti.gr/en/products/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-%CE%B3%CE%B9%CE%BF%CF%81%CF%84%CE%AE?srsltid=AfmBOopNS69F1xT2_EwFIL1M7ZOf7Y__prSuV8ki1EOaMeerHwSE_NaR,Δωροκάρτα - Γιορτή,Δωροκάρτα - Γιορτή Δεν ξέρεις τι δώρο να ... δωροκάρτα: Διάλεξε τη δωροκάρτα που θέλεις να κάνε ... Technology · USB Stick - Memory Cards · Batteries ...,"site:.gr ""technology"" ""δωροκάρτα""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,svs.com.gr,Αγοράστε μία Δωροεπιταγή,https://www.svs.com.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,Αγοράστε μία Δωροεπιταγή. Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. Όνομα παραλήπτη. E-mail παραλήπτη.,"site:.com.gr ""δωροεπιταγή""",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,viagogo.gr,Frameless Gift Card Redemption,https://www.viagogo.gr/E-161622634,Frameless Gift Card Redemption,"Frameless Gift Card Redemption. Πέμ, 19 Νοε • 12 ... Ricky Gervais. 7:00 PM Alexandra Palace Theatre at Alexandra Palace - Complex. Flag of GB London, GB, ΗΒ ...","site:.gr ""theatre"" ""gift card""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
100,zipsterbaby.gr,Zipster,https://zipsterbaby.gr/products/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1,Δωροκάρτα - Zipster,"Ψωνίζετε για κάποιον άλλον αλλά δεν ξέρετε τι να του δώσετε; Δώστε το δώρο της επιλογής με μια δωροκάρτα ... Shop our bestselling zip-up baby suits, rompers, and ...","site:.gr ""baby"" ""δωροκάρτα""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source|multi_source,MANUAL,gift_title_but_url_not_direct
95,afit.gr,Αγοράστε μία Δωροεπιταγή,https://afit.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ... Το Afit.gr δημιουργήθηκε από την εμπειρία της Power Force στον χώρο του fitness ...,"site:.gr ""fitness"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source,MANUAL,gift_title_but_url_not_direct
95,animapetshop.gr,Αγοράστε μία Δωροεπιταγή,https://www.animapetshop.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,Anima Pet Shop. Καλάθι 0. O Λογαριασμός μου · Αγορά Δωροεπιταγής ... Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας.,"site:.gr ""pet shop"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source,MANUAL,gift_title_but_url_not_direct
95,anthea.gr,Αγοράστε μία Δωροεπιταγή,https://www.anthea.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,Το καλάθι αγορών είναι άδειο! Συνδεση; Εγγραφη. Anthea Cosmetics ... Αυτή η δωροεπιταγή θα αποσταλεί με e-mail στον παραλήπτη αφού ολοκληρωθεί η πληρωμή σας.,"site:.gr ""cosmetics"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source,MANUAL,gift_title_but_url_not_direct
95,argo-ceramics-gifts.gr,Αγοράστε μία Δωροεπιταγή,https://www.argo-ceramics-gifts.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,argo-ceramics-gifts.gr · 0. Όλες. Όλες; SHOP; ΑΝΤΙΚΕΙΜΕΝΑ ΤΕΧΝΗΣ ... Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας.,"site:.gr ""gifts"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear,AUTO_SAFE,greek_tld|gift_title|gift_snippet|repeated_source,MANUAL,gift_title_but_url_not_direct
